movie_title,movie_imdb_link,country,budget,gross,foreign_currency
Billy Elliot ,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Rat Race ,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
All the Queen's Men ,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Buffalo Soldiers ,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Rabbit-Proof Fence ,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
High Heels and Low Lifes ,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Last Orders ,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Pianist ,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Circle ,http://www.imdb.com/title/tt0255094/?ref_=fn_tt_tt_1,Iran,budget,gross,foreign_currency
The Quiet American ,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Serving Sara ,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Jeepers Creepers ,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Men with Brooms ,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Basic ,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Monsoon Wedding ,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,India,budget,gross,foreign_currency
Death to Smoochy ,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Spy Game ,http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
K-19: The Widowmaker ,http://www.imdb.com/title/tt0267626/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Superbabies: Baby Geniuses 2 ,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Kiss of the Dragon ,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Johnny English ,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
About a Boy ,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Importance of Being Earnest ,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Spider ,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Elling ,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,Norway,budget,gross,foreign_currency
Bloody Sunday ,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Amen. ,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Femme Fatale ,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Gosford Park ,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Guru ,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Iris ,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Wasabi ,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Snow Dogs ,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Good Thief ,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Van Wilder: Party Liaison ,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Extreme Ops ,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
8 Women ,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
L'auberge espagnole ,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
I Served the King of England ,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Czech Republic,budget,gross,foreign_currency
Owning Mahowny ,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Shaolin Soccer ,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,Hong Kong,budget,gross,foreign_currency
The Triplets of Belleville ,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
All or Nothing ,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Bend It Like Beckham ,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Medallion ,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,Hong Kong,budget,gross,foreign_currency
28 Days Later... ,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Red Dragon ,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
X-Men 2 ,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Legend of Suriyothai ,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,Thailand,budget,gross,foreign_currency
Mean Machine ,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Swept Away ,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Phantom of the Opera ,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Transporter ,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Feardotcom ,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Harry Potter and the Chamber of Secrets ,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Half Past Dead ,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Whale Rider ,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,New Zealand,budget,gross,foreign_currency
Hero ,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
The Holy Girl ,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,Argentina,budget,gross,foreign_currency
Dirty Pretty Things ,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Good Bye Lenin! ,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Heart of Me ,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Harry Potter and the Prisoner of Azkaban ,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Crocodile Hunter: Collision Course ,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Fascination ,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Nicholas Nickleby ,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Willard ,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Bon voyage ,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Bowling for Columbine ,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Curse of the Were-Rabbit ,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Veronica Guerin ,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,Ireland,budget,gross,foreign_currency
El crimen del padre Amaro ,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Mexico,budget,gross,foreign_currency
Love Actually ,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
My Life Without Me ,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Raising Victor Vargas ,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Bridget Jones: The Edge of Reason ,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
City of God ,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,Brazil,budget,gross,foreign_currency
A Sound of Thunder ,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Looney Tunes: Back in Action ,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Resident Evil: Apocalypse ,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Sahara ,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Mondays in the Sun ,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Underworld ,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Laws of Attraction ,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,Ireland,budget,gross,foreign_currency
Remember Me My Love,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,Italy,budget,gross,foreign_currency
Harry Potter and the Goblet of Fire ,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Mambo Italiano ,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
On the Road ,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
High Tension ,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Barbarian Invasions ,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Two Brothers ,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Being Julia ,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Statement ,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Unleashed ,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Dear Wendy ,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,Italy,budget,gross,foreign_currency
Manderlay ,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,Denmark,budget,gross,foreign_currency
A Very Long Engagement ,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Arthur and the Invisibles ,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Code 46 ,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Alexander ,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Howl's Moving Castle ,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,Japan,budget,gross,foreign_currency
Steamboy ,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,Japan,budget,gross,foreign_currency
The Bridge of San Luis Rey ,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Elektra ,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Wimbledon ,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
King Kong ,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,New Zealand,budget,gross,foreign_currency
Valiant ,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Bride & Prejudice ,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Confessions of a Teenage Drama Queen ,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Machinist ,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Downfall ,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Oldboy ,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
Babylon A.D. ,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Shaun of the Dead ,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Mirrormask ,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Fateless ,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,Hungary,budget,gross,foreign_currency
Hannibal Rising ,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Osama ,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Afghanistan,budget,gross,foreign_currency
Alone in the Dark ,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Four Christmases ,http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Sea Inside ,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Monster-in-Law ,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Chorus ,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Dragon Wars: D-War ,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
Kung Fu Hustle ,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,Hong Kong,budget,gross,foreign_currency
Where the Truth Lies ,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Harry Potter and the Order of the Phoenix ,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Interpreter ,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Nomad: The Warrior ,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Incident at Loch Ness ,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Alfie ,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
White Noise ,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Astro Boy ,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,Hong Kong,budget,gross,foreign_currency
Crash ,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Layer Cake ,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
X-Men: The Last Stand ,http://www.imdb.com/title/tt0376994/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Visual Bible: The Gospel of John ,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Capote ,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Savage Grace ,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Oliver Twist ,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Casino Royale ,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Yes ,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
My Summer of Love ,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Jindabyne ,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Vera Drake ,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Saint Ralph ,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Silent Hill ,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The White Countess ,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
House of Flying Daggers ,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
Tae Guk Gi: The Brotherhood of War ,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
Where the Wild Things Are ,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Renaissance ,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Constant Gardener ,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Seed of Chucky ,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,Romania,budget,gross,foreign_currency
The Black Dahlia ,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Transporter 2 ,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Clean ,http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Black Book ,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,Netherlands,budget,gross,foreign_currency
Maria Full of Grace ,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,Colombia,budget,gross,foreign_currency
Hotel Rwanda ,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Pacifier ,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Perfume: The Story of a Murderer ,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
House of Wax ,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Trade ,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Man ,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Paris je t'aime,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Night Watch ,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,Russia,budget,gross,foreign_currency
Running Scared ,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Lives of Others ,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Southland Tales ,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
All the King's Men ,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Munich ,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The World's Fastest Indian ,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,New Zealand,budget,gross,foreign_currency
Mrs Henderson Presents ,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Elizabeth: The Golden Age ,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Pride & Prejudice ,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
District B13 ,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Barnyard ,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Final Destination 3 ,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Mongol: The Rise of Genghis Khan ,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,Russia,budget,gross,foreign_currency
Match Point ,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Becoming Jane ,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Snakes on a Plane ,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Harry Potter and the Half-Blood Prince ,http://www.imdb.com/title/tt0417741/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Promise ,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
Jarhead ,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Land of the Dead ,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Wah-Wah ,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Three Burials ,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Doom ,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Find Me Guilty ,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Summer Storm ,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Tale of Despereaux ,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Opal Dream ,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Domino ,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Control ,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Proposition ,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Imagine Me & You ,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Tristram Shandy: A Cock and Bull Story ,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Flushed Away ,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Joyeux Noel ,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Hot Fuzz ,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Lucky Number Slevin ,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Red Cliff ,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
The Protector ,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,Thailand,budget,gross,foreign_currency
March of the Penguins ,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
An American Haunting ,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Basic Instinct 2 ,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Role Models ,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Resident Evil: Extinction ,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Daybreakers ,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
Undiscovered ,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Conversations with Other Women ,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Descent ,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Giver ,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,South Africa,budget,gross,foreign_currency
Good ,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Queen ,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Catch a Fire ,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Peaceful Warrior ,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Slither ,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Painted Veil ,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
Sunshine ,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
London ,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Babel ,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Kabhi Alvida Naa Kehna ,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,India,budget,gross,foreign_currency
16 Blocks ,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Blood Diamond ,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Lady Vengeance ,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
Mr. Bean's Holiday ,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
TMNT ,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,Hong Kong,budget,gross,foreign_currency
Flyboys ,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
How to Lose Friends & Alienate People ,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Last King of Scotland ,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
