movie_title,movie_imdb_link,country
Kansas City ,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,France
Kingpin ,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,USA
Lone Star ,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,USA
The Long Kiss Goodnight ,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,USA
Mars Attacks! ,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,USA
Marvin's Room ,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,USA
Mary Reilly ,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,USA
Maximum Risk ,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,USA
Michael Collins ,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,UK
The Mirror Has Two Faces ,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,USA
Mission: Impossible ,http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,USA
Mrs. Winterbourne ,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,USA
Multiplicity ,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,USA
My Fellow Americans ,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,USA
The Nutty Professor ,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,USA
The Phantom ,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,Australia
Phenomenon ,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,USA
Ransom ,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,USA
The Rock ,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,USA
Romeo + Juliet ,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,USA
Scream ,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,USA
Set It Off ,http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1,USA
Sgt. Bilko ,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,USA
She's the One ,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,USA
Shine ,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,Australia
Sleepers ,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,USA
Sling Blade ,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,USA
Space Jam ,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,USA
Spy Hard ,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,USA
Star Trek: First Contact ,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,USA
Striptease ,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,USA
Swingers ,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,USA
That Thing You Do! ,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,USA
A Thin Line Between Love and Hate ,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,USA
Thinner ,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,USA
A Time to Kill ,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,USA
Tin Cup ,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,USA
Trainspotting ,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,UK
Trees Lounge ,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,USA
Twister ,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,USA
Up Close & Personal ,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,USA
Waiting for Guffman ,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,USA
Walking and Talking ,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,UK
White Squall ,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,USA
Dead Man on Campus ,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,USA
8 Heads in a Duffel Bag ,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1,USA
Absolute Power ,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,USA
Air Bud ,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,USA
Air Force One ,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,USA
An Alan Smithee Film: Burn Hollywood Burn ,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,USA
Alien: Resurrection ,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,USA
Glitter ,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,USA
Amistad ,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,USA
Anaconda ,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,USA
Anastasia ,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,USA
The Apostle ,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,USA
Austin Powers: International Man of Mystery ,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,USA
Baby Geniuses ,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,USA
Batman & Robin ,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,USA
The Big Lebowski ,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,USA
Six-String Samurai ,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,USA
Boogie Nights ,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,USA
The Borrowers ,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,UK
Breakdown ,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,USA
Buffalo '66 ,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,USA
Bulworth ,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,USA
Cats Don't Dance ,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,USA
Chairman of the Board ,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,USA
Chasing Amy ,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,USA
Children of Heaven ,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,Iran
Clay Pigeons ,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,Germany
Con Air ,http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1,USA
Conspiracy Theory ,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,USA
Contact ,http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1,USA
Cop Land ,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,USA
Critical Care ,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,Australia
Dante's Peak ,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,USA
Dark City ,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,Australia
Deconstructing Harry ,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,USA
Deep Rising ,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,USA
The Devil's Advocate ,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,USA
The Devil's Own ,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,USA
Doctor Dolittle ,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,USA
Donnie Brasco ,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,USA
Dream with the Fishes ,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,USA
Eve's Bayou ,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,USA
Event Horizon ,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,UK
Face/Off ,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,USA
The Fifth Element ,http://www.imdb.com/title/tt0119116/?ref_=fn_tt_tt_1,France
Flubber ,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,USA
The Full Monty ,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,UK
G.I. Jane ,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,USA
The Game ,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,USA
Gattaca ,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,USA
George of the Jungle ,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,USA
Switchback ,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,USA
Good Will Hunting ,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,USA
Grosse Pointe Blank ,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,USA
Home Fries ,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,USA
Hope Floats ,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,USA
The Horse Whisperer ,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,USA
Hurricane Streets ,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,USA
I Know What You Did Last Summer ,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,USA
I Married a Strange Person! ,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,USA
The Ice Storm ,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,USA
In & Out ,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,USA
In the Company of Men ,http://www.imdb.com/title/tt0119361/?ref_=fn_tt_tt_1,Canada
The Jackal ,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,USA
Jackie Brown ,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,USA
Character ,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Netherlands
Kiss the Girls ,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,USA
Kundun ,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,USA
L.A. Confidential ,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,USA
The Last Time I Committed Suicide ,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,USA
Liar Liar ,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,USA
The Lost World: Jurassic Park ,http://www.imdb.com/title/tt0119567/?ref_=fn_tt_tt_1,USA
Love Jones ,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,USA
Mad City ,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1,USA
Meet Joe Black ,http://www.imdb.com/title/tt0119643/?ref_=fn_tt_tt_1,USA
Men in Black ,http://www.imdb.com/title/tt0119654/?ref_=fn_tt_tt_1,USA
Midnight in the Garden of Good and Evil ,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,USA
Money Talks ,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,USA
Princess Mononoke ,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,Japan
Mortal Kombat: Annihilation ,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,USA
My Best Friend's Wedding ,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,USA
Next Stop Wonderland ,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,USA
Nothing to Lose ,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,USA
As Good as It Gets ,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,USA
Oscar and Lucinda ,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,USA
The Peacemaker ,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,USA
The Players Club ,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,USA
The Postman ,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,USA
Without Limits ,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,USA
Prefontaine ,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,USA
Primary Colors ,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,France
The Rainmaker ,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,USA
The Relic ,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,UK
The Replacement Killers ,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,USA
The Saint ,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,USA
Scream 2 ,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,USA
Selena ,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,USA
Seven Years in Tibet ,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,USA
Shadow Conspiracy ,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,USA
Shooting Fish ,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,UK
A Simple Wish ,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,USA
Sliding Doors ,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,UK
Smilla's Sense of Snow ,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,Denmark
Soldier ,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,UK
Soul Food ,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,USA
The Spanish Prisoner ,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,USA
Spawn ,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,USA
Speed 2: Cruise Control ,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,USA
Sphere ,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,USA
Spice World ,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,UK
Three Kings ,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,USA
Starship Troopers ,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,USA
Steel ,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,USA
The Sweet Hereafter ,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,Canada
Tango ,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spain
Smoke Signals ,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,Canada
A Simple Plan ,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,UK
Titanic ,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,USA
Tomorrow Never Dies ,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,UK
Toy Story 2 ,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,USA
The Truman Show ,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,USA
Turbulence ,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,USA
Ulee's Gold ,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,USA
Volcano ,http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1,USA
Warriors of Virtue ,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,USA
The Man Who Knew Too Little ,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,USA
The Waterboy ,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,USA
Celebrity ,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,USA
54 ,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,USA
American History X ,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,USA
Antz ,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,USA
Armageddon ,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,USA
Babe: Pig in the City ,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,Australia
Barney's Great Adventure ,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,Canada
Being John Malkovich ,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,USA
Beloved ,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,USA
The Big Hit ,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,USA
Blade ,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,USA
A Walk on the Moon ,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,USA
Breakfast of Champions ,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,USA
Brokedown Palace ,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,USA
A Bug's Life ,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,USA
Chicken Run ,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,UK
Ever After: A Cinderella Story ,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,USA
City of Angels ,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,Germany
A Civil Action ,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,USA
The Deep End of the Ocean ,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,USA
Deep Impact ,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,USA
Dirty Work ,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,Canada
Dogma ,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,USA
The 13th Warrior ,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,USA
Enemy of the State ,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,USA
Eye of the Beholder ,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,Canada
Eyes Wide Shut ,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,UK
Fear and Loathing in Las Vegas ,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,USA
Frida ,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,USA
From Hell ,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,USA
Gods and Monsters ,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,USA
Stepmom ,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,USA
The Green Mile ,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,USA
Half Baked ,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,USA
Hard Rain ,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,USA
Holy Man ,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,USA
How Stella Got Her Groove Back ,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,USA
In Dreams ,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,USA
Jakob the Liar ,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,France
Living Out Loud ,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,USA
Knock Off ,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,Aruba
Lock Stock and Two Smoking Barrels,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,UK
The Lord of the Rings: The Fellowship of the Ring ,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,New Zealand
Lost in Space ,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,USA
The Man in the Iron Mask ,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,USA
The Mask of Zorro ,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,USA
Mercury Rising ,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,USA
Mighty Joe Young ,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,USA
Mission: Impossible II ,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,USA
Mulan ,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,USA
My Favorite Martian ,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,USA
The Negotiator ,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,Germany
The Newton Boys ,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,USA
A Night at the Roxbury ,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,USA
The Object of My Affection ,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,USA
One Man's Hero ,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,Spain
One True Thing ,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,USA
Out of Sight ,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,USA
Payback ,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,USA
Practical Magic ,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,USA
The Prince of Egypt ,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,USA
Pushing Tin ,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,USA
The Magic Sword: Quest for Camelot ,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,USA
The Red Violin ,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,Canada
Resident Evil ,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,UK
Safe Men ,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,USA
Saving Private Ryan ,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,USA
The Shipping News ,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,USA
Six Days Seven Nights ,http://www.imdb.com/title/tt0120828/?ref_=fn_tt_tt_1,USA
Slums of Beverly Hills ,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,USA
Snake Eyes ,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,USA
Snow Falling on Cedars ,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,USA
Star Trek: Insurrection ,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,USA
Tea with Mussolini ,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,Italy
The Thin Red Line ,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,USA
Vampires ,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,USA
Wag the Dog ,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,USA
What Dreams May Come ,http://www.imdb.com/title/tt0120889/?ref_=fn_tt_tt_1,USA
Wild Things ,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,USA
Wild Wild West ,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,USA
The X Files ,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,USA
X-Men ,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,USA
Zero Effect ,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,USA
eXistenZ ,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,Canada
Fantasia 2000 ,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,USA
Men in Black II ,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,USA
Titan A.E. ,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,USA
Star Wars: Episode I - The Phantom Menace ,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,USA
The Emperor's New Groove ,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,USA
Corpse Bride ,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,USA
Star Wars: Episode II - Attack of the Clones ,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,USA
Star Wars: Episode III - Revenge of the Sith ,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,USA
Lethal Weapon 4 ,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,USA
Return to Me ,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,USA
An Ideal Husband ,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,UK
Ronin ,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,UK
Small Soldiers ,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,USA
Analyze This ,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,USA
Cube ,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,Canada
Two Girls and a Guy ,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,USA
Very Bad Things ,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,USA
Blast from the Past ,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,USA
He Got Game ,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,USA
Orgazmo ,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,USA
Simon Birch ,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,USA
Heartbreakers ,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,USA
Notting Hill ,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,UK
Man on the Moon ,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,UK
Outside Providence ,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,USA
Shrek ,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,USA
Desert Blue ,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,USA
The Loss of Sexual Innocence ,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,USA
Election ,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,USA
For Love of the Game ,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,USA
Elizabeth ,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,UK
Can't Hardly Wait ,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,USA
Instinct ,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,USA
Rounders ,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,USA
Rushmore ,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,USA
You've Got Mail ,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,USA
The Iron Giant ,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,USA
The Out-of-Towners ,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,USA
Patch Adams ,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,USA
Ravenous ,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,Czech Republic
There's Something About Mary ,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,USA
I Still Know What You Did Last Summer ,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,USA
Mickey Blue Eyes ,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,UK
Dinosaur ,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,USA
Run Lola Run ,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,Germany
Bowfinger ,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,USA
Edtv ,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,USA
